date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:39:35	176885/176885	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2010:05:00%20GMT	https://www.classcentral.com/report/most-popular-courses-2022/	C:/Users/User/PycharmProjects/ClassCentralCopy3/www.classcentral.com/report/most-popular-courses-2022/index.html	(from https://www.classcentral.com/)
15:39:38	178749/178749	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2010:05:03%20GMT	https://www.classcentral.com/report/100-most-popular-online-courses-2021/	C:/Users/User/PycharmProjects/ClassCentralCopy3/www.classcentral.com/report/100-most-popular-online-courses-2021/index.html	(from https://www.classcentral.com/)
15:39:50	50744/50744	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Mar%202023%2012:09:25%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&h=420&ixlib=php-3.3.1&s=c49b305f32e1e971696b9852e3971c6b	C:/Users/User/PycharmProjects/ClassCentralCopy3/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social1fe9.jpg	(from https://www.classcentral.com/)
15:39:52	5751/5751	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Feb%202023%2023:44:56%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=dbef6e5a11e80f652ab6a5ce5eb593b8	C:/Users/User/PycharmProjects/ClassCentralCopy3/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-coursesd038.png	(from https://www.classcentral.com/)
15:39:53	512885/512885	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2008:53:42%20GMT	https://www.classcentral.com/report/coursera-free-online-courses/	C:/Users/User/PycharmProjects/ClassCentralCopy3/www.classcentral.com/report/coursera-free-online-courses/index.html	(from https://www.classcentral.com/)
15:39:54	96645/96645	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Feb%202023%2022:26:25%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&h=420&ixlib=php-3.3.1&s=9044610de77ddba19697f770dd2531c7	C:/Users/User/PycharmProjects/ClassCentralCopy3/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-courses08e8.png	(from https://www.classcentral.com/)
15:39:54	6083/6083	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Mar%202023%2010:04:51%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=f880669c2a69683d851d6be4ee71652e	C:/Users/User/PycharmProjects/ClassCentralCopy3/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificates7462.png	(from https://www.classcentral.com/)
15:39:56	188155/188155	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2008:51:54%20GMT	https://www.classcentral.com/report/free-google-certifications/	C:/Users/User/PycharmProjects/ClassCentralCopy3/www.classcentral.com/report/free-google-certifications/index.html	(from https://www.classcentral.com/)
15:39:56	6773/6773	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Mar%202023%2009:30:26%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d0859ee6dce9cd586fcc06d2e5d34ec	C:/Users/User/PycharmProjects/ClassCentralCopy3/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsa0be.png	(from https://www.classcentral.com/)
15:39:56	412870/412870	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2008:49:50%20GMT	https://www.classcentral.com/report/free-certificates/	C:/Users/User/PycharmProjects/ClassCentralCopy3/www.classcentral.com/report/free-certificates/index.html	(from https://www.classcentral.com/)
15:39:57	93874/93874	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Mar%202023%2012:09:27%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&h=420&ixlib=php-3.3.1&s=bc50a602c38dbf30802649312c6a4474	C:/Users/User/PycharmProjects/ClassCentralCopy3/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificatesbc95.png	(from https://www.classcentral.com/)
15:39:57	29596/29596	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Mar%202023%2012:09:28%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&h=420&ixlib=php-3.3.1&s=ac4c48d612e7961d7335e87451e52ac4	C:/Users/User/PycharmProjects/ClassCentralCopy3/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsc6f1.png	(from https://www.classcentral.com/)
15:39:58	378/378	---MC-	302	error ('Found')	text/html	date:Wed,%2001%20Mar%202023%2013:39:59%20GMT	https://www.classcentral.com/new-online-courses	C:/Users/User/PycharmProjects/ClassCentralCopy3/www.classcentral.com/new-online-courses	(from https://www.classcentral.com/)
15:40:00	836608/836608	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Mar%202023%2013:39:58%20GMT	https://www.classcentral.com/starting-this-month	C:/Users/User/PycharmProjects/ClassCentralCopy3/www.classcentral.com/starting-this-month.html	(from https://www.classcentral.com/)
